SourceFile,species1,Human.Presence,contact,species2,species3,Sp
100_HH_11_5_18100_BTCF_T/IMG_0001.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0002.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0003.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0004.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0005.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0006.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0007.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0008.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0009.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0010.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0011.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0012.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0013.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0014.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0015.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0016.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0017.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0018.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0019.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0020.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0021.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0022.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0023.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0024.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0025.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0026.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0027.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0028.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0029.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0030.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0031.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0032.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0033.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0034.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0035.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0036.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0037.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0038.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0039.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0040.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0041.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0042.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0043.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0044.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0045.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0046.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0047.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0048.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0049.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0050.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0051.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0052.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0053.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0054.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0055.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0056.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0057.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0058.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0059.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0060.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0061.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0062.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0063.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0064.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0065.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0066.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0067.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0068.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0069.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0070.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0071.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0072.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0073.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0074.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0075.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0076.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0077.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0078.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0079.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0080.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0081.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0082.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0083.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0084.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0085.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0086.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0087.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0088.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0089.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0090.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0091.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0092.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0093.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0094.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0095.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0096.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0097.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0098.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0099.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0100.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0101.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0102.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0103.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0104.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0105.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0106.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0107.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0108.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0109.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0110.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0111.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0112.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0113.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0114.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0115.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0116.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0117.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0118.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0119.JPG,,,,,,
100_HH_11_5_18100_BTCF_T/IMG_0120.JPG,,,,,,
